ID_Persona,Region,Edad,Genero,Deporte,Frecuencia_Semanal,Duracion_Promedio_min,Nivel,Gasto_Mensual,Satisfaccion
1319,Centro,41,M,Futbol,4,89,Avanzado,15965,5
1320,Buenos Aires,48,F,Gimnasio,3,76,Intermedio,22237,5
1321,Buenos Aires,52,F,Ciclismo,6,81,Avanzado,43741,5
1322,Sur,20,F,Running,5,57,Avanzado,14361,5
1323,Buenos Aires,31,M,Yoga,3,33,Principiante,10139,5
1324,Norte,33,M,Gimnasio,2,71,Principiante,14770,5
1325,Norte,56,M,Ciclismo,2,144,Intermedio,24533,4
1326,Centro,18,M,Yoga,2,49,Principiante,10109,5
1327,CABA,53,M,Natacion,4,53,Intermedio,17143,5
1328,Sur,63,M,Running,3,40,Principiante,7030,5
1329,CABA,16,F,Running,2,79,Principiante,6551,5
1330,Norte,62,F,Natacion,2,37,Principiante,12927,5
1331,Centro,29,F,Natacion,5,41,Avanzado,29402,5
1332,Centro,55,Otro,Ciclismo,1,100,Principiante,19799,5
1333,Centro,42,M,Running,4,63,Avanzado,12254,5
1334,Sur,15,Otro,Natacion,5,58,Intermedio,19464,5
1335,Sur,42,F,Yoga,6,38,Avanzado,27048,5
1336,Centro,69,Otro,Ciclismo,4,73,Avanzado,35552,5
1337,Centro,30,Otro,Ciclismo,3,91,Principiante,18725,5
1338,Buenos Aires,45,M,Yoga,6,35,Avanzado,26007,5
1339,Sur,22,Otro,Gimnasio,2,68,Intermedio,25654,5
1340,Centro,30,F,Futbol,6,78,Avanzado,22367,5
1341,Norte,70,M,Gimnasio,4,52,Avanzado,35516,5
1342,Buenos Aires,38,M,Natacion,2,40,Principiante,11513,5
1343,Sur,59,Otro,Ciclismo,5,64,Avanzado,35772,5
1344,Sur,34,F,Gimnasio,7,50,Avanzado,31696,5
1345,Centro,70,F,Yoga,3,68,Intermedio,20531,5
1346,Centro,24,F,Futbol,5,82,Avanzado,19629,5
1347,Centro,55,F,Yoga,1,38,Principiante,13790,5
1348,CABA,32,M,Futbol,4,96,Avanzado,23292,5
1349,Centro,38,M,Futbol,4,83,Avanzado,16692,5
1350,Norte,15,F,Gimnasio,3,53,Intermedio,28526,5
1351,CABA,69,F,Ciclismo,5,79,Avanzado,43432,5
1352,Buenos Aires,45,F,Gimnasio,6,52,Avanzado,36988,5
1353,Sur,45,M,Running,3,49,Principiante,6813,5
1354,Sur,68,Otro,Ciclismo,5,102,Intermedio,35751,5
1355,Sur,62,F,Yoga,4,73,Intermedio,,5
1356,Norte,35,M,Gimnasio,5,71,Avanzado,28233,5
1357,Centro,50,F,Running,3,37,Intermedio,8421,5
1358,Buenos Aires,16,Otro,Natacion,4,32,Intermedio,19010,5
1359,Buenos Aires,57,F,Yoga,3,54,Principiante,12720,5
1360,Norte,60,Otro,Natacion,4,33,Avanzado,25286,5
1361,Sur,17,Otro,Running,2,83,Principiante,7541,5
1362,CABA,48,M,Futbol,5,60,Avanzado,23054,5
1363,Buenos Aires,12,M,Ciclismo,5,118,Intermedio,25147,5
1364,Buenos Aires,42,F,Ciclismo,6,72,Avanzado,41707,5
1365,Sur,23,Otro,Futbol,6,89,Avanzado,23138,5
1366,Norte,19,F,Gimnasio,3,71,Intermedio,25922,4
1367,Norte,52,Otro,Running,5,68,Intermedio,,5
1368,Buenos Aires,14,Otro,Yoga,1,31,Principiante,12838,5
1369,Sur,41,Otro,Futbol,1,92,Principiante,11447,4
1370,CABA,28,F,Gimnasio,1,87,Principiante,20127,5
1371,Sur,12,M,Yoga,6,32,Avanzado,,5
1372,Buenos Aires,15,M,Ciclismo,1,126,Principiante,20086,4
1373,Norte,21,F,Ciclismo,5,107,Avanzado,44058,5
1374,Buenos Aires,37,F,Natacion,3,51,Principiante,11973,5
1375,CABA,40,Otro,Gimnasio,3,81,Principiante,19207,5
1376,Buenos Aires,42,M,Yoga,7,49,Avanzado,20456,5
1377,Sur,56,F,Running,2,54,Principiante,7452,5
1378,Norte,32,F,Futbol,7,114,Avanzado,22065,5
1379,Buenos Aires,50,M,Ciclismo,2,133,Intermedio,30034,5
1380,CABA,46,M,Futbol,4,119,Avanzado,18471,5
1381,Buenos Aires,26,F,Yoga,5,73,Intermedio,19469,5
1382,Centro,25,Otro,Yoga,4,63,Avanzado,21398,5
1383,Centro,38,F,Futbol,1,66,Principiante,11218,5
1384,Centro,63,M,Ciclismo,4,143,Avanzado,36888,5
1385,Centro,25,F,Futbol,2,96,Intermedio,16168,5
1386,Norte,68,F,Yoga,4,64,Avanzado,20796,5
1387,Norte,16,F,Futbol,4,109,Intermedio,14244,5
1388,CABA,58,M,Natacion,3,58,Principiante,14794,5
1389,Norte,67,Otro,Yoga,5,47,Avanzado,21693,5
1390,CABA,15,Otro,Natacion,3,50,Principiante,16499,5
1391,Sur,24,F,Natacion,7,31,Avanzado,22893,5
1392,Sur,41,F,Yoga,3,64,Intermedio,18963,5
1393,Norte,62,Otro,Gimnasio,3,50,Principiante,14293,5
1394,Buenos Aires,57,M,Futbol,3,77,Intermedio,16100,5
1395,Centro,40,F,Yoga,3,72,Principiante,12725,5
1396,CABA,59,Otro,Futbol,1,92,Principiante,9732,4
1397,Norte,19,Otro,Ciclismo,6,148,Avanzado,32933,5
1398,Centro,21,Otro,Ciclismo,4,102,Intermedio,25065,5
1399,Sur,70,M,Running,3,90,Intermedio,8968,5
1400,Buenos Aires,44,M,Yoga,1,69,Principiante,11146,5
1401,Buenos Aires,41,M,Natacion,5,36,Intermedio,20131,5
1402,CABA,64,F,Futbol,5,106,Intermedio,15944,
1403,Norte,49,M,Ciclismo,5,93,Intermedio,35196,5
1404,Sur,66,M,Yoga,1,64,Principiante,14488,4
1405,Buenos Aires,53,M,Futbol,2,113,Principiante,9705,5
1406,Centro,52,M,Yoga,3,35,Intermedio,15679,4
1407,Sur,21,F,Yoga,3,72,Principiante,14343,5
1408,CABA,47,Otro,Yoga,5,53,Avanzado,,5
1409,Sur,32,F,Gimnasio,3,88,Intermedio,24933,5
1410,Centro,33,M,Natacion,4,33,Avanzado,23487,5
1411,Norte,31,M,Yoga,3,44,Principiante,11190,5
1412,Norte,65,M,Yoga,4,30,Avanzado,19321,5
1413,Sur,51,M,Running,3,56,Principiante,5609,5
1414,Norte,34,Otro,Gimnasio,4,51,Intermedio,27362,5
1415,Norte,28,M,Futbol,3,102,Intermedio,15907,5
1416,Centro,33,Otro,Running,3,51,Principiante,7118,5
1417,CABA,44,F,Gimnasio,2,68,Intermedio,29054,5
1418,CABA,27,Otro,Gimnasio,2,57,Intermedio,23556,5
1419,Sur,62,M,Natacion,3,57,Intermedio,17630,5
1420,Centro,62,M,Gimnasio,2,62,Intermedio,25184,5
1421,Buenos Aires,67,F,Natacion,2,33,Intermedio,18825,5
1422,Buenos Aires,43,F,Yoga,2,45,Principiante,11637,5
1423,CABA,67,Otro,Natacion,1,57,Principiante,11340,5
1424,Centro,23,M,Gimnasio,1,79,Principiante,14316,4
1425,Centro,61,F,Yoga,5,36,Avanzado,26382,5
1426,Buenos Aires,32,Otro,Yoga,4,30,Intermedio,15408,5
1427,Norte,47,M,Futbol,6,81,Avanzado,16019,5
1428,Buenos Aires,53,M,Running,4,88,Avanzado,15015,5
1429,Centro,17,Otro,Gimnasio,3,87,Principiante,19173,4
1430,Centro,29,Otro,Natacion,3,57,Principiante,15107,5
1431,CABA,55,F,Natacion,6,37,Avanzado,25275,5
1432,Buenos Aires,47,Otro,Futbol,2,99,Intermedio,14337,5
1433,CABA,18,Otro,Ciclismo,5,142,Avanzado,46406,5
1434,CABA,51,Otro,Gimnasio,3,81,Intermedio,28447,5
1435,Norte,25,M,Natacion,1,55,Principiante,14870,5
1436,Norte,42,F,Natacion,5,30,Intermedio,,5
1437,Sur,54,M,Running,5,85,Avanzado,10765,5
1438,Norte,33,M,Gimnasio,2,88,Intermedio,24975,5
1439,Centro,44,Otro,Gimnasio,2,83,Principiante,19779,5
1440,Sur,19,Otro,Running,4,55,Avanzado,12839,5
1441,CABA,68,F,Ciclismo,3,66,Intermedio,24200,5
1442,CABA,45,F,Yoga,1,60,Principiante,12608,4
1443,Sur,19,F,Natacion,2,30,Principiante,14049,5
1444,CABA,48,F,Futbol,7,111,Avanzado,19423,5
1445,Sur,61,F,Yoga,6,73,Avanzado,18934,5
1446,Norte,58,Otro,Ciclismo,5,107,Avanzado,31738,5
1447,CABA,50,Otro,Natacion,2,37,Principiante,13697,5
1448,Norte,52,Otro,Yoga,4,41,Intermedio,15577,5
1449,Sur,67,M,Natacion,1,43,Principiante,13506,
1450,Centro,18,M,Ciclismo,2,64,Principiante,17962,5
1451,Norte,66,F,Futbol,5,63,Intermedio,15284,5
1452,CABA,31,M,Gimnasio,4,55,Avanzado,37249,5
1453,Sur,52,Otro,Yoga,3,40,Intermedio,16282,5
1454,Centro,46,Otro,Running,5,52,Avanzado,15522,5
1455,Centro,65,Otro,Futbol,4,63,Avanzado,21279,5
1456,Norte,47,Otro,Futbol,2,116,Principiante,10256,5
1457,CABA,24,Otro,Futbol,6,110,Avanzado,19742,5
1458,CABA,54,M,Yoga,5,47,Avanzado,26098,5
1459,Sur,60,M,Ciclismo,2,135,Principiante,18274,5
1460,Buenos Aires,43,Otro,Ciclismo,6,81,Avanzado,34392,5
1461,Sur,60,M,Futbol,2,76,Intermedio,17282,5
1462,CABA,25,F,Running,5,63,Avanzado,12785,5
1463,Centro,29,Otro,Gimnasio,5,52,Intermedio,21523,5
1464,CABA,57,Otro,Natacion,4,49,Intermedio,19984,5
1465,Buenos Aires,40,F,Running,4,72,Avanzado,12207,5
1466,Norte,67,M,Running,2,67,Intermedio,10113,5
1467,CABA,23,F,Yoga,4,54,Intermedio,20414,5
1468,Sur,69,F,Natacion,4,41,Intermedio,21837,5
1469,Norte,63,Otro,Futbol,3,79,Intermedio,17251,5
1470,Centro,16,F,Running,1,61,Principiante,8380,5
1471,Sur,55,F,Gimnasio,5,67,Avanzado,32015,5
1472,Sur,43,M,Running,4,90,Avanzado,14457,5
1473,Centro,60,Otro,Yoga,4,73,Intermedio,15605,5
1474,Buenos Aires,58,F,Gimnasio,7,52,Avanzado,27156,5
1475,Buenos Aires,59,M,Gimnasio,1,77,Principiante,20478,5
1476,Centro,40,Otro,Gimnasio,4,75,Avanzado,38329,5
1477,Sur,40,F,Yoga,1,62,Principiante,14200,4
1478,Norte,68,M,Gimnasio,4,71,Intermedio,22686,5
1479,Buenos Aires,65,F,Yoga,5,61,Intermedio,14405,5
1480,CABA,45,F,Gimnasio,6,48,Avanzado,32323,5
1481,Sur,29,F,Gimnasio,4,63,Avanzado,29799,5
1482,Centro,44,F,Gimnasio,7,69,Avanzado,27833,5
1483,Norte,56,M,Running,4,35,Intermedio,9445,5
1484,Centro,18,Otro,Yoga,5,46,Intermedio,18355,5
1485,Norte,60,F,Yoga,2,36,Intermedio,16165,5
1486,Buenos Aires,68,M,Running,7,86,Avanzado,15322,5
1487,Buenos Aires,46,M,Gimnasio,5,60,Avanzado,30445,5
1488,Norte,45,Otro,Futbol,4,92,Intermedio,13639,5
1489,Sur,20,M,Running,4,55,Avanzado,11126,5
1490,CABA,37,Otro,Gimnasio,5,88,Intermedio,24478,5
1491,CABA,64,F,Futbol,3,104,Principiante,11310,5
1492,Norte,45,F,Futbol,5,96,Avanzado,17933,5
1493,Buenos Aires,14,F,Futbol,3,78,Principiante,8795,5
1494,Sur,22,F,Gimnasio,5,81,Intermedio,21352,5
1495,Sur,69,F,Futbol,4,87,Avanzado,16864,5
1496,CABA,63,Otro,Running,6,53,Avanzado,,5
1497,Norte,63,Otro,Yoga,2,68,Principiante,10602,4
1498,CABA,59,F,Natacion,1,49,Principiante,13238,4
1499,CABA,66,M,Futbol,4,70,Avanzado,16148,5
1500,Sur,55,Otro,Natacion,2,38,Principiante,14589,5
1501,Norte,35,Otro,Gimnasio,3,86,Intermedio,26429,5
1502,CABA,42,M,Natacion,2,58,Principiante,11927,5
1503,Sur,54,F,Ciclismo,3,65,Principiante,22149,5
1504,Centro,21,Otro,Futbol,5,87,Avanzado,17883,5
1505,Sur,18,M,Ciclismo,3,146,Principiante,19372,5
1506,Norte,50,F,Ciclismo,3,120,Principiante,24385,5
1507,Sur,35,M,Running,7,51,Avanzado,12107,5
1508,Norte,41,Otro,Ciclismo,4,89,Intermedio,26114,5
1509,Buenos Aires,65,M,Running,5,59,Intermedio,9410,5
1510,Sur,64,M,Gimnasio,2,69,Principiante,16153,5
1511,Sur,48,Otro,Natacion,3,57,Intermedio,23112,5
1512,Centro,36,Otro,Running,4,87,Avanzado,14863,5
1513,Norte,19,M,Futbol,1,74,Principiante,12272,5
1514,Sur,61,Otro,Running,3,62,Intermedio,9229,5
1515,Norte,13,M,Yoga,6,64,Avanzado,26829,5
1516,CABA,35,Otro,Ciclismo,1,103,Principiante,18542,
1517,Buenos Aires,70,M,Natacion,5,36,Avanzado,21649,5
1518,Norte,20,Otro,Gimnasio,2,68,Principiante,14890,4
1519,Centro,43,Otro,Natacion,3,56,Principiante,13644,4
1520,Sur,48,M,Gimnasio,6,68,Avanzado,32108,5
1521,Norte,31,F,Futbol,1,114,Principiante,10466,5
1522,CABA,13,M,Natacion,4,41,Intermedio,16960,5
1523,CABA,36,F,Running,3,83,Intermedio,9014,5
1524,Sur,22,Otro,Running,1,66,Principiante,7915,5
1525,Buenos Aires,57,F,Running,6,33,Avanzado,11782,5
1526,Centro,63,Otro,Natacion,7,41,Avanzado,30049,5
1527,Sur,27,Otro,Running,5,76,Avanzado,14961,5
1528,Buenos Aires,48,Otro,Ciclismo,3,93,Principiante,19231,4
1529,Norte,30,M,Gimnasio,3,85,Principiante,16320,5
1530,Centro,13,M,Yoga,2,32,Principiante,11234,5
1531,Norte,35,M,Running,1,71,Principiante,6860,5
1532,Norte,16,M,Running,4,54,Avanzado,11144,5
1533,CABA,27,Otro,Ciclismo,4,144,Avanzado,43486,4
1534,Centro,58,M,Running,3,62,Intermedio,9887,5
1535,Buenos Aires,15,Otro,Running,3,62,Intermedio,10318,5
1536,Sur,40,M,Ciclismo,2,148,Intermedio,35643,4
1537,Sur,49,F,Running,4,75,Avanzado,14539,5
1538,Norte,55,Otro,Yoga,2,49,Intermedio,18963,4
1539,Centro,45,M,Yoga,2,32,Principiante,14641,5
1540,Sur,33,Otro,Natacion,5,58,Avanzado,25219,5
1541,Sur,69,F,Running,4,87,Intermedio,11423,5
1542,CABA,54,F,Yoga,5,73,Avanzado,26369,5
1543,Buenos Aires,49,M,Running,5,72,Avanzado,14238,5
1544,Sur,12,Otro,Running,7,30,Avanzado,15596,5
1545,CABA,51,M,Gimnasio,1,59,Principiante,20559,5
1546,Norte,37,F,Yoga,1,75,Principiante,10857,5
1547,Norte,53,M,Natacion,6,36,Avanzado,,5
1548,Centro,26,Otro,Yoga,3,44,Principiante,13601,5
1549,Centro,15,M,Yoga,2,56,Principiante,14947,5
1550,Buenos Aires,41,F,Futbol,4,92,Avanzado,20966,5
1551,CABA,49,M,Natacion,5,41,Avanzado,27057,
1552,Centro,62,Otro,Natacion,1,31,Principiante,14232,5
1553,Centro,27,F,Ciclismo,1,122,Principiante,22518,4
1554,CABA,27,M,Gimnasio,2,83,Intermedio,27387,5
1555,Buenos Aires,49,F,Futbol,5,116,Intermedio,14965,5
1556,CABA,49,Otro,Gimnasio,1,83,Principiante,20291,4
1557,Centro,65,Otro,Gimnasio,4,54,Intermedio,20709,
1558,Centro,64,F,Running,3,77,Principiante,8381,4
1559,Centro,24,M,Ciclismo,7,136,Avanzado,40569,5
1560,Centro,64,M,Futbol,3,64,Principiante,11569,5
1561,Norte,30,M,Yoga,7,73,Avanzado,23898,5
1562,Buenos Aires,28,M,Natacion,5,46,Intermedio,19792,5
1563,Centro,57,M,Futbol,3,68,Principiante,11542,5
1564,Norte,39,M,Futbol,1,60,Principiante,11345,5
1565,Norte,46,F,Yoga,4,73,Avanzado,18995,5
1566,Buenos Aires,19,F,Gimnasio,4,66,Avanzado,32297,5
1567,CABA,24,Otro,Futbol,5,113,Intermedio,15155,5
1568,Centro,61,F,Ciclismo,4,87,Intermedio,25003,5
1569,Buenos Aires,41,F,Ciclismo,4,129,Intermedio,34710,5
1570,Centro,21,Otro,Yoga,5,57,Avanzado,21852,5
1571,Buenos Aires,60,M,Futbol,1,88,Principiante,9112,4
1572,CABA,62,M,Ciclismo,1,83,Principiante,19853,5
1573,CABA,19,M,Yoga,6,75,Avanzado,23345,5
1574,Centro,53,Otro,Natacion,1,37,Principiante,16083,5
1575,Sur,58,F,Running,4,43,Intermedio,9959,5
1576,Sur,42,Otro,Yoga,6,49,Avanzado,24171,5
1577,Norte,31,M,Futbol,3,82,Intermedio,16428,5
1578,Buenos Aires,44,Otro,Futbol,5,109,Intermedio,12562,5
1579,CABA,66,M,Futbol,7,84,Avanzado,15622,5
1580,CABA,67,Otro,Gimnasio,4,64,Intermedio,28777,5
1581,Sur,50,Otro,Gimnasio,3,75,Principiante,20009,5
1582,Norte,66,F,Yoga,5,47,Intermedio,19887,5
1583,Norte,56,F,Running,4,72,Avanzado,12218,5
1584,Centro,24,M,Yoga,2,67,Intermedio,16438,5
1585,Sur,24,Otro,Gimnasio,4,48,Avanzado,31769,5
1586,Norte,17,F,Yoga,1,67,Principiante,10910,4
1587,Norte,45,Otro,Gimnasio,5,67,Avanzado,34706,5
1588,Buenos Aires,20,Otro,Running,3,90,Intermedio,8289,5
1589,Buenos Aires,42,Otro,Yoga,5,69,Avanzado,27834,5
1590,CABA,56,Otro,Gimnasio,2,51,Intermedio,26125,5
1591,Sur,23,F,Ciclismo,6,140,Avanzado,36351,5
1592,Sur,66,Otro,Running,3,56,Principiante,6606,5
1593,Buenos Aires,15,Otro,Ciclismo,4,125,Avanzado,44688,4
1594,CABA,42,F,Yoga,3,32,Intermedio,14996,5
1595,Centro,68,Otro,Natacion,1,41,Principiante,12887,5
1596,Centro,31,M,Yoga,4,52,Avanzado,20093,5
1597,Centro,61,F,Ciclismo,1,87,Principiante,17867,4
1598,Centro,35,F,Natacion,5,55,Avanzado,26496,5
1599,Norte,15,Otro,Gimnasio,2,71,Intermedio,25080,5
1600,Buenos Aires,25,Otro,Running,5,77,Intermedio,11740,5
1601,Buenos Aires,21,F,Gimnasio,4,51,Avanzado,30473,5
1602,Norte,61,M,Yoga,3,66,Principiante,12879,5
1603,Sur,63,Otro,Ciclismo,5,113,Intermedio,34604,5
1604,Centro,12,F,Ciclismo,5,106,Avanzado,37921,5
1605,Norte,31,M,Futbol,4,115,Intermedio,14607,5
1606,Sur,13,M,Gimnasio,2,85,Intermedio,21652,5
1607,Sur,32,M,Gimnasio,4,87,Avanzado,38255,5
1608,CABA,26,F,Futbol,1,96,Principiante,8875,5
1609,CABA,65,M,Natacion,5,45,Avanzado,25160,5
1610,Centro,39,Otro,Natacion,4,52,Avanzado,26291,5
1611,CABA,31,Otro,Futbol,2,62,Principiante,9294,5
1612,CABA,65,Otro,Yoga,4,33,Intermedio,19132,5
1613,Sur,40,Otro,Yoga,1,38,Principiante,,5
1614,Centro,51,M,Ciclismo,5,84,Avanzado,44497,4
1615,Norte,23,M,Natacion,2,36,Principiante,15073,4
1616,CABA,39,Otro,Futbol,2,95,Principiante,9520,5
1617,Sur,39,M,Running,6,43,Avanzado,15065,5
1618,Norte,36,M,Yoga,3,67,Intermedio,19824,
1619,Sur,36,F,Yoga,4,38,Intermedio,15251,5
1620,Sur,20,Otro,Running,5,61,Intermedio,11652,5
1621,Buenos Aires,19,M,Ciclismo,4,106,Avanzado,36790,5
1622,CABA,46,F,Natacion,4,42,Intermedio,16455,5
1623,Sur,48,F,Running,5,42,Avanzado,12080,5
1624,Sur,12,Otro,Ciclismo,7,112,Avanzado,41934,5
1625,Buenos Aires,16,M,Ciclismo,1,116,Principiante,17266,4
1626,Centro,69,M,Futbol,6,68,Avanzado,17965,5
1627,Sur,20,F,Natacion,7,60,Avanzado,25374,5
1628,Centro,34,F,Yoga,3,36,Principiante,14294,5
1629,Sur,60,F,Futbol,4,74,Avanzado,18789,5
1630,Sur,41,M,Futbol,5,69,Intermedio,12887,5
1631,Buenos Aires,13,Otro,Natacion,1,52,Principiante,14107,4
1632,Centro,64,Otro,Natacion,6,30,Avanzado,28659,5
1633,Norte,51,Otro,Futbol,5,81,Avanzado,18440,5
1634,Sur,68,Otro,Natacion,5,42,Avanzado,28451,5
1635,Norte,22,M,Ciclismo,3,113,Intermedio,26425,5
1636,Norte,48,M,Running,4,46,Avanzado,13965,5
1637,Norte,13,Otro,Ciclismo,6,119,Avanzado,32360,5
1638,Buenos Aires,25,Otro,Running,3,42,Intermedio,11113,5
1639,Centro,13,M,Futbol,4,105,Intermedio,12357,5
1640,Norte,64,Otro,Ciclismo,2,144,Intermedio,29181,5
1641,CABA,23,F,Running,2,60,Principiante,7348,5
1642,Sur,25,M,Futbol,1,100,Principiante,12149,5
1643,Norte,19,Otro,Futbol,3,90,Principiante,10524,5
1644,CABA,21,Otro,Running,6,74,Avanzado,14223,5
1645,Norte,55,F,Natacion,7,46,Avanzado,23561,5
1646,Norte,22,Otro,Gimnasio,3,63,Principiante,17689,5
1647,Sur,18,Otro,Gimnasio,4,65,Avanzado,38834,5
1648,Buenos Aires,49,Otro,Natacion,7,40,Avanzado,22091,5
1649,Norte,41,M,Futbol,3,103,Principiante,12371,5
1650,Sur,50,F,Gimnasio,4,59,Avanzado,30631,5
1651,Norte,32,F,Natacion,6,36,Avanzado,25369,5
1652,Buenos Aires,64,M,Natacion,3,53,Intermedio,16872,5
1653,Sur,56,M,Futbol,3,93,Principiante,10308,5
1654,Buenos Aires,50,F,Yoga,1,40,Principiante,10626,5
1655,Buenos Aires,43,Otro,Ciclismo,2,124,Intermedio,24500,5
1656,Buenos Aires,59,M,Yoga,4,75,Avanzado,19311,5
1657,Centro,17,F,Yoga,2,52,Intermedio,15799,5
1658,CABA,43,Otro,Running,5,87,Avanzado,,5
1659,Sur,35,M,Yoga,4,70,Intermedio,21419,5
1660,CABA,57,M,Futbol,6,95,Avanzado,20264,5
1661,Norte,31,F,Yoga,3,36,Intermedio,14898,5
1662,Sur,65,F,Ciclismo,7,69,Avanzado,32971,5
1663,Centro,12,Otro,Ciclismo,1,115,Principiante,21175,5
1664,Centro,64,Otro,Running,1,85,Principiante,5877,5
1665,Sur,17,M,Yoga,7,40,Avanzado,26937,5
1666,Buenos Aires,57,F,Natacion,4,48,Intermedio,20060,5
1667,CABA,63,Otro,Futbol,2,114,Intermedio,14264,5
1668,Centro,52,F,Natacion,7,42,Avanzado,23375,5
1669,Buenos Aires,64,Otro,Futbol,4,84,Intermedio,,5
1670,CABA,26,F,Gimnasio,2,57,Principiante,19903,4
1671,CABA,22,Otro,Natacion,4,55,Avanzado,24239,5
1672,Sur,53,Otro,Futbol,5,115,Avanzado,19756,
1673,Buenos Aires,19,F,Gimnasio,3,87,Intermedio,28816,4
1674,Sur,24,F,Yoga,3,66,Principiante,13414,5
1675,Buenos Aires,63,Otro,Natacion,2,46,Intermedio,19690,5
1676,Sur,45,Otro,Yoga,5,43,Intermedio,17911,5
1677,CABA,54,M,Ciclismo,2,118,Intermedio,33526,4
1678,Centro,41,Otro,Ciclismo,2,104,Intermedio,26371,5
1679,Sur,69,F,Natacion,1,40,Principiante,12445,5
1680,Centro,40,Otro,Natacion,4,47,Avanzado,28826,5
1681,Sur,45,F,Ciclismo,5,76,Avanzado,45268,5
1682,Centro,51,F,Gimnasio,2,86,Intermedio,23474,
1683,Norte,44,Otro,Yoga,5,72,Avanzado,25021,5
1684,Sur,14,M,Natacion,6,32,Avanzado,30861,5
1685,CABA,58,Otro,Gimnasio,1,71,Principiante,17780,4
1686,Sur,22,M,Running,2,68,Intermedio,8583,4
1687,Centro,69,Otro,Yoga,7,61,Avanzado,26737,5
1688,CABA,27,M,Running,5,57,Intermedio,8878,5
1689,Sur,38,F,Gimnasio,3,90,Principiante,18689,5
1690,Centro,63,F,Futbol,4,120,Intermedio,15085,5
1691,CABA,64,F,Gimnasio,5,56,Intermedio,20140,5
1692,Centro,12,M,Yoga,3,50,Principiante,13637,5
1693,Norte,14,M,Yoga,5,67,Intermedio,16044,5
1694,Centro,41,F,Ciclismo,4,109,Intermedio,25039,5
1695,Centro,24,M,Yoga,1,35,Principiante,13466,5
1696,Sur,22,F,Running,1,62,Principiante,6475,5
1697,Buenos Aires,27,M,Yoga,2,40,Principiante,11062,5
1698,Centro,32,Otro,Running,5,34,Intermedio,11777,5
1699,Norte,26,Otro,Yoga,3,44,Principiante,14188,5
1700,Centro,46,Otro,Yoga,2,68,Principiante,14845,5
1701,Centro,29,M,Futbol,5,103,Intermedio,13048,5
1702,Buenos Aires,17,F,Running,3,78,Intermedio,10843,5
1703,Norte,25,F,Ciclismo,5,88,Avanzado,33685,5
1704,Centro,52,F,Natacion,2,48,Principiante,12491,5
1705,CABA,42,F,Ciclismo,1,131,Principiante,21380,5
1706,Sur,12,Otro,Ciclismo,3,116,Intermedio,31737,4
1707,CABA,44,Otro,Yoga,2,75,Principiante,14319,5
1708,CABA,12,M,Natacion,4,56,Avanzado,22771,5
1709,Sur,48,Otro,Futbol,4,88,Avanzado,22219,
1710,Norte,49,Otro,Natacion,4,36,Avanzado,24284,5
1711,Sur,28,Otro,Yoga,3,45,Principiante,13433,5
1712,Buenos Aires,20,Otro,Ciclismo,4,125,Avanzado,36995,4
1713,CABA,12,M,Natacion,2,37,Intermedio,16990,5
1714,Buenos Aires,26,Otro,Natacion,2,58,Intermedio,16981,5
1715,Buenos Aires,13,F,Gimnasio,2,47,Principiante,19494,5
1716,Sur,51,F,Yoga,4,57,Intermedio,19596,5
1717,Norte,66,Otro,Yoga,5,44,Avanzado,23524,5
1718,Buenos Aires,21,M,Ciclismo,5,133,Intermedio,33766,5
1719,Sur,34,F,Running,7,57,Avanzado,13464,5
1720,Sur,53,F,Gimnasio,2,58,Principiante,15580,5
1721,Buenos Aires,42,M,Running,2,52,Principiante,6516,5
1722,Buenos Aires,50,M,Natacion,2,41,Principiante,16290,5
1723,Sur,56,M,Running,6,62,Avanzado,12543,5
1724,Centro,35,F,Natacion,5,50,Avanzado,21512,5
1725,Sur,16,F,Gimnasio,4,79,Intermedio,22821,5
1726,Sur,19,M,Yoga,2,45,Intermedio,21522,4
1727,Sur,70,F,Running,2,41,Intermedio,9294,5
1728,Centro,30,Otro,Futbol,4,83,Intermedio,17434,5
1729,Norte,58,M,Futbol,4,83,Intermedio,17172,5
1730,Sur,12,F,Running,6,80,Avanzado,12388,5
1731,Buenos Aires,52,M,Yoga,2,60,Principiante,14987,
1732,Sur,68,M,Yoga,7,60,Avanzado,25713,5
1733,Centro,54,F,Futbol,6,72,Avanzado,18658,5
1734,Sur,15,M,Yoga,2,63,Principiante,10604,4
1735,Norte,44,M,Running,3,75,Intermedio,8413,5
1736,CABA,38,Otro,Futbol,4,63,Avanzado,16337,5
1737,CABA,33,Otro,Ciclismo,7,98,Avanzado,37532,5
1738,Buenos Aires,36,M,Ciclismo,3,72,Intermedio,32684,5
1739,Buenos Aires,69,F,Yoga,2,40,Intermedio,17154,5
1740,Sur,25,F,Yoga,4,66,Avanzado,25601,5
1741,Sur,53,F,Futbol,5,90,Avanzado,21659,5
1742,Buenos Aires,18,Otro,Ciclismo,1,150,Principiante,16850,5
1743,Sur,66,Otro,Running,1,44,Principiante,6293,5
1744,Buenos Aires,55,F,Gimnasio,3,56,Intermedio,20834,5
1745,Sur,51,F,Running,5,83,Intermedio,8524,
1746,Buenos Aires,41,M,Yoga,4,31,Intermedio,18697,5
1747,CABA,28,F,Ciclismo,4,116,Intermedio,34107,5
1748,CABA,21,F,Ciclismo,5,125,Avanzado,34244,5
1749,CABA,54,Otro,Natacion,3,30,Intermedio,23150,5
